317;26;1.225;1014;0.002;36.2;3750;9.4;-1;1.16
659;27;1.225;1013;0.002;36.2;3750;9.8;-1.44;0.96
659;26;1.225;1014;0.002;36.2;3750;9.6;-1.08;0.92
1003;27;1.225;1013;0.002;36.2;3740;9.6;-1.28;1.04
1352;27;1.225;1012;0.001;36.2;3740;9.6;-1.12;0.92
1707;27;1.22;1012;0.001;36.2;3760;9.4;-0.68;1.52
1707;27;1.22;1010;0.001;36.2;3740;9.6;-0.76;1.36
2049;27;1.22;1014;0.001;36.2;3750;9.4;-0.6;1.68
2391;27;1.22;1011;0.001;36.2;3740;9.6;-0.56;1.68
2391;27;1.22;1013;0.001;36.2;3750;9.4;-0.6;1.76
2745;27;1.22;1013;0.001;36.2;3750;9.4;-0.8;1.52
3091;27;1.22;1016;0.001;36.2;3740;9.4;-0.64;1.56
3439;29;1.22;1019;0.001;36.2;3750;9.6;0.2;2.2
3439;29;1.22;1013;0.001;36.2;3760;9.6;-0.8;1.36
3786;32;1.22;1016;0;36.2;3740;9.2;-0.76;2
4136;32;1.345;1013;0;36.2;3750;9.6;-0.72;1.4
4136;32;1.345;1016;0;36.2;3750;9.6;-0.52;0.76
4482;32;1.345;1012;0;36.2;3760;9.6;-0.72;1.6
4834;32;1.345;1012;0;36.2;3760;9.2;-0.48;1.52
5180;32;1.345;1009;0;36.2;3750;9.8;-0.04;1.08
5180;32;1.345;1012;0;36.2;3740;9.6;-0.08;1.36
5523;32;1.345;1012;0;36.2;3730;9.4;-1.32;0.96
5869;32;1.345;1011;0;36.2;3750;9.4;-1.24;1.04
6211;31;1.345;1010;0;36.2;3750;9.2;-0.72;1.28
6211;31;1.345;1010;0;36.2;3750;8.8;-0.64;1.76
6552;31;1.345;1010;0;36.2;3750;9.4;-0.84;1.08
6896;31;1.345;1008;0;36.2;3750;9.8;-0.16;0.76
6896;31;1.345;1013;0;36.2;3760;10;-0.72;0.68
7237;31;1.345;1013;0;36.2;3740;10.2;-0.52;0.6
7579;31;1.345;1015;0;36.2;3750;9.2;-1.28;0.6
7931;31;1.345;1010;0;36.2;3760;9.8;-0.28;1.76
7931;31;1.345;1011;0;36.2;3750;9.6;0;1.28
8272;31;1.345;1016;0;36.2;3760;10;-0.84;1.6
8622;31;1.345;1010;0;36.2;3740;9.4;-0.08;2
8969;31;1.345;1010;0;36.2;3740;9;-0.12;2
8969;31;1.345;1016;0;36.2;3760;10;-0.08;1.44
9311;31;1.345;1008;0;36.2;3750;9.4;-0.04;1.44
9656;31;1.345;1009;0;36.2;3740;9.8;0.04;1.56
9656;31;1.345;1011;0;36.2;3750;9.8;-0.28;1.88
9999;31;1.345;1009;0;36.2;3740;9.6;-0.08;0.84
10346;28;1.345;1025;0;36.2;3750;9.8;-0.28;-0.72
10687;28;1.345;1014;0;36.2;3730;9.6;-0.76;-1.44
10687;28;1.345;1019;0;36.2;3750;9.4;-0.48;-1.12
11039;28;1.345;1006;0;36.2;3760;8.8;-0.96;-1.04
11383;28;1.345;1007;0;36.2;3750;10;-1.36;1.04
11383;28;1.345;1001;0;36.2;3750;11;-0.72;-0.36
11733;28;1.345;1009;0;36.2;3740;9.8;0.28;1.6
12076;28;1.345;1011;0;36.2;3740;9.6;0.08;1.16
12426;28;1.345;1010;0;36.2;3750;9.8;-0.68;1.4
12426;28;1.345;1007;0;36.2;3750;9.6;0.12;2
12770;28;1.345;1013;0;36.2;3740;9.6;-0.64;1.36
13114;28;1.345;1015;0;36.2;3740;9.6;-0.64;1.28
13455;28;1.345;1014;0;36.2;3750;9.6;-0.4;0.96
13455;28;1.345;1013;0;36.2;3750;9.8;-0.6;1.24
13797;28;1.345;1016;0;36.2;3760;9.6;-0.2;1.48
14138;28;1.345;1014;0;36.2;3730;9.6;-0.16;1.44
14138;28;1.345;1015;0;36.2;3750;9.6;-0.28;1.28
14482;28;1.345;1013;0;36.2;3750;9.6;-0.2;1.56
14823;28;1.345;1014;0;36.2;3750;9.6;-0.2;1.48
15165;28;1.345;1013;0;36.2;3750;9.6;-0.32;1.8
15165;28;1.345;1015;0;36.2;3740;9.6;-0.12;1.44
15508;28;1.345;1004;0;36.2;3760;9.2;0.4;2.4
15851;26;1.345;1039;0;36.2;3740;10.6;-1.64;1.56
16203;26;1.345;994;0;36.2;3750;9.2;0.28;3.4
16203;26;1.345;1013;0;36.2;3740;8.8;-0.92;4.2
16546;26;1.345;1011;0;36.3;3750;8;-0.24;4.2
16895;26;1.345;1011;0;36.3;3750;8.4;-0.16;5.6
16895;26;1.345;1003;0;36.3;3740;8.2;-0.96;3.6
17242;26;1.345;1011;0;36.3;3730;8.2;-1.2;4.6
17588;26;1.345;1012;0;36.3;3740;9.2;-2.2;4
17932;26;1.345;1010;0;36.2;3740;8.6;-0.84;5
17932;26;1.345;1008;0;36.3;3760;8;-1.64;5.4
18279;26;1.345;1012;0;36.2;3750;8.6;-1.84;4.8
18622;26;1.345;1009;0;36.2;3740;8.8;-1.4;5.2
18969;26;1.345;1007;0;36.2;3750;8.6;-0.8;5.2
18969;26;1.345;1007;0;36.2;3750;8.8;-0.72;5.2
19312;26;1.345;1004;0;36.3;3750;8.4;-0.84;5.4
