time,bpm
19:27.1,92
19:29.0,92
19:29.7,95
19:31.5,101
19:39.4,120
19:39.9,114
19:40.5,109
19:41.0,110
19:43.2,110
19:43.7,116
19:44.2,115
19:44.8,113
19:45.3,112
19:51.9,117
19:58.0,113
19:58.5,121
19:59.0,122
19:59.5,115
20:00.1,118
20:00.6,116
20:01.1,117
20:01.6,114
20:02.2,104
20:02.8,101
20:03.4,103
20:04.0,103
20:04.6,100
20:05.2,100
20:05.7,102
20:06.3,105
20:06.9,102
20:16.5,102
20:17.1,94
20:17.8,100
20:18.3,103
20:18.9,102
20:19.6,96
20:20.1,104
20:20.7,98
20:21.4,90
20:22.0,107
20:22.5,102
20:23.1,104
20:23.7,109
20:24.2,110
20:24.8,105
20:25.4,104
20:25.9,105
20:26.6,95
20:27.2,100
20:27.8,99
20:28.3,107
20:28.9,99
20:29.5,105
20:30.1,111
20:30.6,104
20:31.2,108
20:31.7,108
20:32.3,110
20:32.8,108
20:33.5,98
20:34.0,102
20:34.7,94
20:35.3,95
20:35.9,101
20:42.1,105
20:42.7,100
20:43.4,97
20:51.4,101
20:52.0,107
20:52.5,104
20:53.1,107
20:53.7,103
20:58.3,98
20:58.9,97
20:59.5,99
21:00.1,102
21:00.7,107
21:07.6,100
21:08.3,90
21:08.9,89
21:09.5,99
21:21.2,105
21:21.8,104
