time,bpm
05:11.5,75
05:12.3,78
05:13.1,71
05:13.8,83
05:20.6,72
05:21.5,69
05:22.3,73
05:23.1,74
05:23.9,71
05:24.8,72
05:25.6,70
05:26.4,74
05:27.3,72
05:28.1,70
05:29.0,71
05:29.9,67
05:30.8,65
05:31.7,67
05:32.6,68
05:33.5,66
05:34.4,66
05:35.3,66
05:36.3,62
05:37.2,65
05:38.1,64
05:39.0,70
05:39.8,70
05:40.7,70
05:41.5,70
05:42.4,75
05:43.2,74
05:44.0,71
05:44.9,71
05:45.8,67
05:46.6,75
05:47.4,68
05:48.3,69
05:49.2,71
05:50.0,71
05:50.8,72
05:51.7,70
05:52.6,68
05:53.5,66
05:54.4,65
05:55.3,65
05:56.2,67
05:57.1,64
05:58.1,65
05:59.0,67
05:59.9,67
06:00.7,70
06:01.6,67
06:02.6,61
06:03.6,60
06:04.5,65
06:05.5,63
06:06.4,62
06:07.3,66
06:08.2,70
06:09.1,68
06:10.0,66
06:10.9,64
06:11.8,70
06:12.6,70
06:13.5,67
06:14.5,66
06:15.3,68
06:16.2,70
06:17.1,68
06:18.0,66
06:18.9,66
06:19.8,68
06:20.7,65
06:21.7,63
06:22.5,70
06:23.3,76
06:24.2,71
06:25.0,69
06:25.9,68
06:26.7,72
06:27.5,75
06:28.4,70
06:29.3,65
06:30.2,70
06:31.0,75
06:31.8,73
06:32.6,75
06:33.4,73
06:34.2,71
06:35.1,73
06:35.8,78
06:36.6,78
06:37.4,78
06:38.2,69
06:39.1,72
06:39.9,73
06:40.7,71
06:41.6,70
06:42.4,75
06:43.2,73
06:44.0,72
06:44.9,69
06:45.7,73
06:46.6,73
06:47.4,71
06:48.3,67
06:49.2,68
06:50.0,73
06:50.8,73
06:51.7,68
06:52.6,66
06:53.5,66
06:54.4,70
06:55.3,67
06:56.2,63
06:57.2,61
06:58.2,63
06:59.1,67
07:02.8,68
07:03.7,69
07:04.6,66
07:05.5,65
07:06.5,64
07:07.4,66
07:08.3,64
07:09.3,62
07:10.2,65
07:11.1,68
07:12.0,65
07:12.9,65
07:13.9,66
07:14.7,68
07:15.7,64
07:16.6,63
07:17.5,69
07:18.3,71
07:19.2,66
07:20.2,65
07:21.1,68
07:21.9,70
07:22.8,64
07:23.8,62
07:24.7,68
07:25.6,64
07:26.5,66
07:27.4,68
07:30.2,64
07:31.1,70
07:32.0,66
07:32.9,64
07:33.8,66
07:34.7,67
07:35.6,66
07:36.5,69
07:37.3,70
07:38.2,68
07:39.1,68
07:39.9,73
07:40.8,69
07:41.6,73
07:42.4,73
07:43.2,73
07:44.1,67
07:45.1,66
07:46.0,66
07:46.9,66
07:47.8,65
07:48.7,64
07:51.4,66
07:52.3,71
07:53.2,66
07:54.1,63
07:59.4,68
08:00.3,66
08:01.1,72
08:02.0,68
08:02.9,69
08:03.7,75
08:04.5,70
08:05.4,71
08:06.3,63
08:10.8,80
08:11.5,80
08:12.3,79
08:13.0,80
08:13.8,78
08:14.6,78
