time,bpm
20:19.8,75
20:20.6,77
20:21.5,67
20:22.5,64
20:27.1,68
20:32.3,72
20:33.1,73
20:34.0,66
20:34.9,69
20:35.7,72
20:42.8,78
20:43.6,73
20:48.0,70
20:55.8,70
21:04.2,72
21:05.0,70
21:05.9,68
21:06.7,76
21:07.5,75
21:08.4,71
21:09.3,67
21:10.2,65
21:11.1,64
21:15.5,70
21:16.3,70
21:18.7,70
21:19.4,83
21:20.3,70
21:21.1,73
21:21.9,73
21:22.7,75
21:23.6,69
21:24.5,67
21:34.9,63
21:35.8,71
21:36.7,68
21:37.5,70
21:38.4,70
21:39.3,66
21:40.2,69
21:41.0,70
21:41.8,75
21:42.6,81
21:50.8,72
21:55.8,70
21:56.8,65
22:02.2,80
22:02.9,81
22:03.7,78
22:04.5,77
22:05.2,78
22:06.0,77
22:06.8,75
22:07.6,79
22:08.3,80
22:09.1,82
22:09.8,82
22:12.6,89
22:13.4,79
22:30.1,78
22:35.1,65
22:36.0,64
22:36.9,66
22:44.9,72
22:45.7,75
22:46.5,71
22:47.2,85
22:48.0,73
22:48.8,76
22:49.7,71
22:50.5,68
22:51.4,71
22:52.3,65
22:53.2,69
23:03.3,53
