time,bpm
28:29.2,84
28:30.0,71
28:30.8,79
28:31.6,77
28:32.4,74
28:33.1,82
28:33.8,82
28:34.5,82
28:35.3,82
28:36.0,84
28:36.7,82
28:37.5,77
28:43.4,75
28:44.2,75
28:44.9,79
28:45.7,75
28:46.5,78
28:47.3,76
28:51.9,76
28:54.3,78
28:55.1,71
28:55.9,71
28:56.7,78
28:57.5,78
28:58.2,86
29:02.1,83
29:10.9,89
29:13.5,90
29:16.4,93
29:22.8,77
29:23.6,74
29:26.8,71
29:27.6,74
29:28.5,73
29:29.2,78
29:30.0,78
29:30.8,80
29:39.5,75
29:40.3,74
29:41.2,72
29:41.9,81
29:42.7,75
29:50.3,67
29:55.7,66
29:56.6,66
29:57.5,67
29:58.4,68
29:59.3,71
30:00.1,70
30:00.8,82
30:01.6,73
30:02.5,75
30:03.3,75
30:04.0,77
30:04.8,81
30:05.5,80
30:06.2,90
30:06.9,86
30:07.6,90
30:08.3,80
30:09.1,75
30:09.9,77
30:12.1,85
30:12.8,83
30:18.8,72
30:19.7,68
30:20.5,72
30:21.3,70
30:22.2,70
30:24.7,74
30:25.6,69
30:26.5,66
30:27.3,69
30:28.2,68
30:29.1,67
30:29.9,72
30:30.8,69
30:31.7,68
30:32.5,73
30:33.4,67
30:34.3,69
30:35.2,67
30:36.0,73
30:36.8,75
30:37.6,70
30:38.5,74
30:39.3,73
30:40.2,67
30:41.1,67
30:41.9,75
30:42.7,70
30:43.6,67
30:44.5,70
30:45.4,67
30:49.2,69
30:50.0,79
30:50.8,68
30:51.7,67
30:52.6,70
30:53.5,68
30:56.8,69
30:57.6,78
30:58.4,76
30:59.3,69
31:00.1,70
31:00.9,79
31:01.7,70
31:02.6,69
31:03.4,75
31:04.2,79
31:05.0,71
31:05.9,67
31:06.8,71
31:07.6,71
31:08.4,74
31:10.4,89
31:11.2,83
31:11.9,86
31:12.7,76
31:13.5,74
31:14.3,73
31:15.1,79
31:15.8,79
31:16.5,83
31:17.3,78
31:18.1,80
31:18.8,84
31:19.5,78
31:20.4,67
31:21.3,70
31:22.2,69
31:23.1,66
31:24.0,68
31:24.8,70
31:25.7,72
31:26.4,80
31:27.1,81
31:28.0,74
31:28.8,68
31:29.6,75
31:30.5,66
31:31.4,70
31:32.3,70
31:33.2,66
31:34.1,67
31:35.0,66
31:35.8,75
31:36.6,78
31:37.4,72
