time,bpm
31:40.4,78
31:41.2,76
31:42.0,74
31:42.8,75
31:50.1,96
31:50.7,98
31:51.3,97
31:52.0,88
31:52.8,70
31:53.7,70
31:54.5,75
31:55.3,79
31:56.0,78
31:56.9,70
31:57.8,67
31:58.7,69
31:59.5,70
32:00.3,80
32:01.0,84
32:01.7,86
32:02.3,89
32:03.1,82
32:03.9,77
32:04.7,71
32:05.5,74
32:06.3,73
32:07.2,71
32:08.1,69
32:08.9,73
32:09.7,77
32:10.4,78
32:11.2,77
32:12.0,75
32:12.8,76
32:13.5,80
32:14.2,87
32:15.0,81
32:15.7,81
32:16.5,78
32:17.3,77
32:18.0,77
32:18.8,76
32:19.5,82
32:20.3,86
32:21.0,83
32:21.7,84
32:22.4,81
32:23.2,78
32:23.9,83
32:24.6,84
32:25.4,81
32:26.1,80
32:26.9,78
32:27.7,76
32:28.5,75
32:29.2,83
32:29.9,87
32:30.6,88
32:31.2,86
32:32.0,82
32:32.7,83
32:33.4,89
32:34.1,86
32:34.8,80
32:35.5,84
32:36.2,88
32:36.9,86
32:37.6,82
32:38.5,74
32:39.3,70
32:40.1,73
32:40.9,80
32:41.7,77
32:42.4,75
32:43.3,74
32:44.1,74
32:44.8,79
32:45.5,85
32:46.2,87
32:46.9,88
32:47.6,82
32:48.4,75
32:49.3,72
32:50.0,80
32:50.7,84
32:51.5,81
32:52.3,76
32:53.1,74
32:53.8,78
32:54.6,84
32:55.3,84
32:56.0,83
32:56.8,78
32:57.5,77
32:58.3,79
32:59.0,85
32:59.7,85
33:00.5,81
33:01.2,80
33:01.9,80
33:02.6,86
33:03.3,90
33:04.0,90
33:04.6,89
33:05.3,86
33:06.1,85
33:06.8,82
33:07.5,86
33:08.2,87
33:08.9,82
33:09.7,75
33:10.5,71
33:11.3,76
33:12.0,85
33:12.8,83
33:13.5,82
33:14.2,81
33:15.0,82
33:15.6,88
33:16.3,94
33:16.9,97
33:17.6,93
33:18.2,87
33:19.0,75
33:19.9,66
33:20.9,64
33:21.8,68
33:22.6,68
33:23.5,72
33:24.3,71
33:25.2,71
33:26.0,74
33:26.7,78
33:27.5,81
33:28.2,79
33:29.0,77
33:29.8,74
33:30.6,79
33:31.3,85
33:32.0,88
33:32.7,87
33:33.4,84
33:34.2,77
33:35.0,74
33:35.7,80
33:36.4,86
33:37.1,88
33:37.8,85
33:38.6,78
33:39.4,73
33:40.3,70
33:41.1,73
33:41.8,83
33:42.5,85
33:43.2,86
33:43.8,92
33:44.5,94
33:45.1,94
33:45.8,91
33:46.5,84
33:47.3,78
33:48.1,75
33:48.9,71
33:49.7,76
33:50.4,86
33:51.1,84
33:51.8,84
33:52.6,78
33:53.4,76
33:54.1,85
33:54.8,87
33:55.5,86
33:56.2,82
33:57.0,79
33:57.8,74
33:58.6,76
33:59.4,77
34:00.1,85
34:00.7,89
34:01.4,89
34:02.1,86
34:02.9,80
34:03.7,73
34:04.5,73
34:05.3,79
34:06.0,80
34:06.8,77
34:07.6,74
34:08.4,76
34:09.2,77
34:09.9,82
34:10.6,89
34:11.2,88
34:11.9,90
34:12.6,88
34:13.3,86
34:14.0,84
34:14.7,86
34:15.4,84
34:16.1,85
34:16.8,87
34:17.4,93
34:18.1,95
34:18.7,97
34:19.3,101
34:19.9,100
34:20.5,98
34:21.1,98
34:21.8,86
34:22.7,68
34:23.6,67
34:24.4,71
34:25.2,81
34:25.9,79
34:26.7,79
34:27.5,75
34:28.3,78
34:29.0,77
34:29.8,78
34:30.5,87
34:31.2,88
34:31.8,90
34:32.5,86
34:33.3,80
34:34.1,74
34:34.8,81
34:35.6,84
34:36.3,80
34:37.2,69
34:38.1,66
34:38.9,75
34:39.6,82
34:40.4,80
34:41.1,76
34:41.9,75
34:42.7,77
34:43.4,84
34:44.1,87
34:44.8,87
34:45.5,83
34:46.3,78
34:47.1,75
34:47.8,83
