time,bpm
34:52.6,70
34:53.4,83
34:54.1,78
34:55.0,70
34:55.8,71
34:56.7,71
34:57.5,72
34:58.2,87
34:58.9,83
34:59.7,82
35:00.4,81
35:01.2,77
35:02.0,75
35:02.7,80
35:03.5,82
35:04.2,86
35:05.0,73
35:05.9,67
35:06.7,73
35:07.5,72
35:08.4,72
35:09.2,67
35:10.0,75
35:10.8,83
35:11.5,82
35:12.2,83
35:13.0,79
35:13.8,77
35:14.7,63
35:15.7,61
35:16.6,63
35:17.5,66
35:18.4,69
35:19.3,69
35:20.2,67
35:21.0,74
35:21.8,75
35:22.6,73
35:23.4,80
35:24.1,77
35:24.9,80
35:25.6,80
35:26.4,80
35:27.2,73
35:28.0,78
35:28.8,77
35:29.6,70
35:30.5,71
35:31.3,72
35:32.2,70
35:33.0,69
35:33.9,65
35:34.9,66
35:35.7,70
35:36.6,68
35:37.5,64
35:38.4,69
35:39.3,65
35:40.2,66
35:41.1,74
35:41.8,83
35:42.5,84
35:43.3,70
35:44.2,71
35:45.1,68
35:45.9,67
35:46.8,67
35:47.6,75
35:48.5,74
35:49.2,79
35:50.0,77
35:50.7,83
35:51.5,75
35:52.3,77
35:53.0,86
35:53.7,84
35:54.5,80
35:55.3,71
35:56.3,62
35:57.2,66
35:58.2,60
35:59.2,61
36:00.0,71
36:00.9,69
36:01.7,72
36:04.8,73
36:05.7,66
36:06.5,71
36:07.4,67
36:08.4,63
36:09.2,70
36:10.1,68
36:11.0,68
36:11.8,76
36:12.5,77
36:13.4,72
36:14.2,76
36:15.0,72
36:15.8,75
36:24.4,88
36:25.0,88
36:25.8,78
36:26.7,66
36:27.6,68
36:28.5,68
36:29.4,65
36:30.3,68
36:31.2,69
36:32.1,66
36:32.8,81
36:33.6,77
36:34.4,76
36:35.2,75
36:35.9,82
36:36.7,75
36:39.2,72
36:40.0,73
36:40.8,73
36:41.6,73
36:42.3,84
36:43.1,84
36:43.7,92
36:44.4,85
36:45.2,76
36:46.1,69
36:47.0,67
36:47.9,66
36:48.7,69
36:49.7,63
36:50.6,66
36:51.4,75
36:52.1,82
36:52.8,89
36:53.5,88
36:54.3,80
36:55.0,78
36:55.8,75
36:56.6,74
36:57.5,70
36:58.3,71
36:59.2,73
37:00.0,71
37:00.8,73
37:07.7,71
37:08.6,67
37:09.5,62
37:10.5,64
37:11.4,63
37:12.3,69
37:13.1,72
37:13.9,73
37:14.8,67
37:15.7,67
37:17.9,91
37:18.6,91
37:19.3,83
37:20.1,75
37:21.0,67
37:21.9,65
37:22.9,61
37:28.7,65
37:29.6,67
37:30.5,66
37:31.5,63
37:32.3,70
37:33.1,79
37:33.9,80
37:34.6,81
37:35.4,77
37:36.2,76
37:36.9,78
37:37.7,77
37:38.4,86
37:39.1,87
37:39.8,84
37:40.6,80
37:41.3,85
37:42.0,81
37:42.7,80
37:43.5,79
37:44.3,73
37:45.1,82
37:45.8,82
37:46.5,85
37:47.2,89
37:47.9,87
37:48.6,83
37:49.3,83
37:50.1,80
37:50.8,79
37:51.6,78
37:52.2,92
37:55.1,82
37:55.8,85
37:56.6,83
37:57.3,82
37:58.0,89
37:58.6,93
37:59.3,90
38:00.0,90
38:00.7,86
