time,bpm
54:49.7,91
54:54.1,87
54:54.7,100
54:55.4,85
54:56.1,87
55:10.2,90
55:10.8,93
55:11.4,100
55:12.1,88
55:14.8,90
55:15.5,84
55:48.7,97
55:49.3,97
55:50.0,93
55:50.6,97
55:55.8,88
55:58.5,91
55:59.1,96
55:59.7,100
56:00.4,90
56:01.0,95
56:01.6,98
56:02.3,92
56:02.9,94
56:03.6,93
56:04.2,94
56:09.9,92
56:15.8,95
56:16.4,88
56:17.1,97
56:24.7,92
56:25.4,90
56:38.0,83
56:38.7,89
56:39.3,94
56:39.9,96
56:40.6,93
56:41.2,94
56:41.8,97
56:46.4,97
56:47.0,100
56:47.6,102
56:50.2,90
56:50.8,90
56:51.4,106
56:52.0,93
56:54.6,86
56:55.3,81
56:56.0,81
56:56.8,80
56:57.6,78
56:58.3,84
56:58.9,93
56:59.6,93
57:00.2,90
57:00.9,87
57:01.6,86
57:02.3,88
57:03.0,89
57:03.6,93
57:04.3,93
57:07.5,108
57:11.9,91
57:17.1,97
57:17.7,100
57:18.3,98
57:21.3,98
57:22.0,86
57:22.7,90
57:23.4,87
57:24.0,95
57:24.6,99
57:26.6,91
57:27.3,92
57:27.9,94
57:28.6,91
57:29.3,87
57:33.2,99
57:33.9,86
57:34.7,82
57:35.3,88
57:36.0,94
57:36.6,93
57:37.3,93
57:37.9,90
57:43.3,86
57:44.0,91
57:44.6,97
57:45.3,89
57:45.9,92
57:46.6,86
57:47.3,86
57:48.0,88
57:48.6,93
