time,bpm
40:27.6,87
40:28.3,83
40:29.0,83
40:29.8,79
40:30.5,84
40:31.2,90
40:36.9,77
40:37.6,83
40:38.4,84
40:44.1,74
40:44.9,71
40:45.7,75
40:46.5,80
40:47.2,79
40:48.0,77
40:48.7,86
40:49.4,89
40:50.1,86
41:08.0,90
41:09.9,90
41:10.6,96
41:11.2,89
41:11.9,88
41:14.7,83
41:27.6,94
41:28.3,87
41:28.9,102
41:29.5,94
41:30.2,97
41:30.8,91
41:43.4,97
41:44.1,86
41:44.8,76
41:56.8,94
42:00.4,85
42:01.1,85
42:01.8,84
42:02.5,86
42:03.2,88
42:03.8,87
42:04.5,89
42:05.2,87
42:06.0,79
42:06.6,97
42:07.2,95
42:07.9,94
42:15.0,90
42:15.7,91
42:16.4,86
42:17.1,87
42:17.8,83
42:18.5,80
42:19.2,86
42:19.9,90
42:59.8,95
43:00.4,89
43:01.1,90
43:01.8,89
43:02.4,99
43:03.0,97
43:03.7,91
43:10.4,98
43:17.5,76
43:18.2,78
43:19.0,79
43:19.7,80
43:20.4,90
43:21.1,83
43:21.8,83
43:22.6,78
43:23.3,85
43:24.1,78
