time,bpm
09:07.5,80
09:08.3,72
09:09.2,70
09:10.0,72
09:10.9,68
09:11.8,66
09:12.6,72
09:13.4,75
09:14.3,72
09:15.1,74
09:15.8,80
09:16.7,69
09:17.5,72
09:18.4,69
09:19.3,69
09:21.6,78
09:22.5,71
09:23.4,68
09:24.2,70
09:25.1,67
09:26.0,68
09:26.9,65
09:27.7,81
09:28.4,77
09:29.2,81
09:29.9,79
09:30.7,76
09:31.5,83
09:32.2,80
09:33.0,73
09:33.9,70
09:34.7,70
09:35.6,67
09:36.5,73
09:37.2,77
09:38.0,78
09:40.3,80
09:41.1,73
09:44.1,75
09:44.9,75
09:45.7,70
09:46.6,70
09:47.5,67
09:48.3,72
09:49.1,75
09:49.9,72
09:50.8,71
09:55.6,76
09:56.5,70
09:57.4,67
09:58.2,70
09:59.1,68
10:00.0,70
10:00.7,77
10:01.5,78
10:02.3,77
10:03.0,82
10:03.8,79
10:04.6,73
10:05.3,80
10:06.2,69
10:07.1,68
10:07.9,76
10:08.8,67
10:09.6,69
10:10.4,80
10:11.2,73
10:12.1,72
10:12.8,77
10:13.6,74
10:16.8,68
10:17.7,69
10:18.6,65
10:19.6,65
10:20.5,66
10:21.3,74
10:22.1,70
10:23.0,69
10:23.9,63
10:24.8,67
10:25.8,63
10:26.7,67
10:27.6,68
10:28.4,70
10:29.4,64
10:30.3,64
10:31.3,63
10:32.2,62
10:33.1,65
10:34.1,62
10:35.0,65
10:36.0,63
10:36.9,66
10:37.9,64
10:38.7,70
10:39.6,66
10:40.5,66
10:41.4,66
10:42.4,62
10:43.3,66
10:44.2,64
10:45.2,61
10:46.2,62
10:47.1,67
10:48.1,62
10:49.1,59
10:50.0,64
10:51.0,61
10:51.9,65
10:52.8,68
10:53.7,69
10:54.4,80
10:55.2,74
10:56.1,70
10:57.0,64
10:58.0,65
10:58.9,63
10:59.8,66
11:00.7,65
11:01.7,64
11:02.6,63
