time,bpm
50:57.1,69
50:58.0,69
50:58.9,68
50:59.8,69
51:00.6,68
51:01.5,68
51:02.3,77
51:03.1,76
51:03.9,76
51:04.7,75
51:05.5,76
51:06.2,80
51:07.1,73
51:07.9,68
51:08.9,65
51:09.8,64
51:10.7,63
51:11.6,73
51:12.4,77
51:13.1,77
51:13.9,75
51:14.7,80
51:15.5,74
51:16.3,71
51:17.2,67
51:18.2,65
51:19.1,63
51:20.1,64
51:21.0,65
51:21.9,64
51:22.7,73
51:23.5,74
51:24.4,73
51:25.3,68
51:26.2,65
51:27.1,64
51:28.1,64
51:29.0,62
51:29.9,67
51:30.8,65
51:31.7,67
51:32.6,71
51:33.5,69
51:34.4,65
51:35.3,62
51:36.3,62
51:37.3,62
51:38.3,61
51:39.2,61
51:40.2,61
51:41.1,70
51:41.9,75
51:42.7,75
51:43.5,73
51:44.4,69
51:45.2,68
51:46.1,70
51:47.0,67
51:47.9,64
51:48.9,62
51:49.8,63
51:50.8,62
51:51.8,63
51:52.7,64
51:53.6,70
51:54.3,79
51:55.1,76
51:55.9,75
51:56.7,74
51:57.6,69
51:58.5,68
51:59.4,64
52:00.3,63
52:01.3,63
52:02.3,63
52:03.2,63
52:04.2,64
52:05.1,65
52:06.0,69
52:06.8,68
52:07.7,67
52:08.7,65
52:09.6,63
52:10.5,63
52:11.5,63
52:12.4,70
52:13.2,70
52:14.1,69
52:15.0,70
52:15.8,67
52:16.7,69
52:17.5,77
52:18.3,76
52:19.0,83
52:19.7,83
52:20.5,84
52:21.2,82
52:22.0,76
52:22.7,79
52:23.5,77
52:24.3,72
52:25.2,70
52:26.0,75
52:26.8,73
52:27.7,70
52:28.6,69
52:29.3,75
52:30.2,73
52:31.0,70
52:31.9,69
52:32.8,69
52:33.6,69
52:34.5,68
52:35.4,70
52:36.2,70
52:37.1,67
52:38.1,66
52:38.9,68
52:39.8,73
52:40.6,70
52:41.5,66
52:42.4,70
52:43.2,73
52:44.0,73
52:44.9,71
52:45.8,66
52:46.7,66
52:47.5,72
52:48.3,72
52:49.2,71
52:50.1,66
52:51.0,67
