time,bpm
23:46.8,67
24:01.0,79
24:01.8,79
24:05.1,72
24:05.9,71
24:06.8,72
24:08.0,75
24:08.3,78
24:09.1,79
24:12.2,74
24:13.0,75
24:13.7,80
24:14.5,78
24:15.2,78
24:16.0,76
24:16.9,72
24:23.4,96
24:24.1,84
24:24.7,99
24:26.8,80
24:27.5,82
24:28.3,78
24:29.1,81
24:51.8,65
24:54.5,72
24:55.4,71
24:56.1,78
24:56.9,76
25:04.4,83
25:10.4,78
25:28.9,79
25:29.6,80
25:30.4,79
25:31.2,75
25:31.9,84
25:32.6,79
25:33.4,80
25:34.1,80
25:34.9,80
25:35.6,82
25:36.3,85
25:37.0,86
25:37.7,85
25:38.4,85
25:39.2,84
25:39.8,88
25:40.5,92
25:41.1,90
25:41.8,88
25:42.5,93
25:43.2,86
25:43.8,88
25:44.6,81
25:45.3,87
25:46.0,81
25:46.7,82
25:47.5,82
25:48.2,83
25:48.9,83
25:49.7,82
26:16.8,87
26:17.4,100
26:18.0,90
26:18.7,88
26:19.4,87
26:20.3,70
26:25.5,76
26:26.3,76
26:27.1,80
26:29.9,85
26:30.6,88
26:31.3,82
26:32.1,79
26:32.8,79
26:33.7,72
26:34.6,68
26:35.4,71
26:36.2,78
26:37.0,74
26:37.8,70
26:38.7,71
26:39.4,80
26:40.2,75
26:41.1,73
26:41.9,72
26:42.7,75
26:43.5,75
26:44.3,78
26:45.0,80
26:45.7,85
26:46.4,85
26:47.1,83
26:47.9,78
26:48.7,75
26:49.5,77
26:50.4,69
26:51.2,70
26:52.1,71
26:52.8,78
26:53.6,83
26:54.3,84
26:55.0,88
