time,bpm
40:03.0,74
40:03.8,76
40:04.6,75
40:05.4,77
40:06.1,79
40:06.9,82
40:07.5,87
40:08.2,86
40:08.9,86
40:09.7,83
40:10.4,82
40:11.2,74
40:12.0,79
40:12.8,70
40:18.0,89
40:18.6,97
40:20.6,89
40:21.3,81
40:22.1,78
40:22.8,82
40:23.6,82
40:24.3,77
40:25.1,77
40:25.9,75
40:26.7,75
40:27.5,76
40:28.3,77
40:29.0,80
40:29.7,96
40:30.3,89
40:31.0,86
40:31.8,75
40:32.6,80
40:33.5,67
40:34.2,81
40:35.0,79
40:35.8,74
40:36.5,80
40:37.3,81
40:43.9,73
40:44.7,70
40:45.5,74
40:46.4,69
40:47.3,69
40:48.1,70
40:50.4,79
40:51.4,65
40:52.2,73
40:52.8,97
40:53.8,58
40:58.0,74
40:58.8,75
40:59.6,73
41:00.4,74
41:01.2,75
41:01.9,84
41:02.7,79
41:03.7,62
41:05.8,79
41:06.5,82
41:07.2,80
41:08.1,71
41:08.9,72
41:12.9,71
41:13.7,77
41:16.0,75
41:16.8,80
41:17.7,62
41:19.8,82
41:20.6,73
41:21.5,74
41:22.3,70
41:23.0,82
41:23.8,80
41:24.6,76
41:25.4,75
41:26.1,80
41:26.9,72
41:27.9,65
41:28.7,71
41:31.6,73
41:32.4,69
41:33.2,82
41:34.0,75
41:34.8,73
41:35.6,70
41:36.4,78
41:37.3,64
41:41.0,94
41:41.7,86
41:42.3,96
41:43.0,88
41:43.7,87
41:44.4,86
41:45.1,90
41:45.7,85
41:46.4,88
41:47.1,85
41:47.9,83
41:48.6,85
41:49.3,80
41:50.1,78
41:50.9,78
41:51.6,76
41:52.4,75
41:53.2,76
41:54.0,74
41:54.8,82
41:55.6,76
41:56.3,81
