time,bpm
34:37.6,56
34:51.7,61
35:04.6,55
35:07.7,57
35:12.6,62
35:13.6,65
35:14.5,63
35:20.8,71
35:21.7,66
35:22.7,62
35:28.3,70
35:29.2,69
35:30.2,63
35:37.6,60
35:38.5,63
35:39.5,63
35:40.4,62
35:41.6,49
35:48.9,68
35:49.8,63
35:50.8,65
35:51.7,66
35:52.6,63
35:58.2,66
36:06.1,70
36:08.7,65
36:09.7,65
36:10.6,63
36:11.6,63
36:12.5,64
36:13.4,63
36:17.2,65
36:20.0,65
36:22.8,63
36:26.6,63
36:27.5,66
36:28.5,59
36:29.5,63
36:33.2,63
36:34.2,62
36:35.1,65
36:36.0,63
36:39.6,66
36:40.4,72
36:41.2,72
36:42.0,76
36:42.9,69
36:43.7,72
36:44.6,69
36:45.4,76
36:46.3,66
36:47.1,70
36:48.0,66
36:51.4,70
36:52.2,74
36:53.1,73
36:54.0,69
36:54.8,75
36:56.0,69
37:01.9,72
37:02.7,75
37:03.5,74
37:14.5,76
37:15.4,71
37:16.2,72
37:17.1,68
37:17.9,72
37:18.9,65
37:19.8,66
37:20.7,65
37:21.7,62
37:25.4,64
37:26.4,62
37:27.3,63
37:28.3,65
37:31.6,74
37:32.4,73
37:33.3,68
37:34.2,66
37:35.2,66
