time,bpm
28:00.4,83
28:01.1,79
28:01.9,81
28:02.6,78
28:05.9,71
28:06.8,71
28:07.6,75
28:08.3,79
28:09.1,79
28:09.9,78
28:10.6,89
28:11.3,77
28:12.2,66
28:13.1,67
28:14.0,66
28:14.8,74
28:15.7,69
28:16.6,68
28:17.5,69
28:18.3,77
28:19.1,71
28:19.9,74
28:20.8,69
28:21.6,78
28:22.4,74
28:23.2,73
29:14.0,70
28:25.0,66
28:25.8,68
28:26.7,70
28:27.6,69
28:28.5,65
28:29.3,69
28:30.2,67
28:31.1,68
28:31.9,79
28:32.7,76
28:33.5,73
28:34.3,71
28:35.2,72
28:36.0,70
28:36.8,76
28:37.5,85
28:38.2,85
28:38.9,86
28:39.6,89
28:40.3,80
28:41.0,87
28:41.8,80
28:42.6,76
28:43.4,72
28:44.3,70
28:45.1,76
28:45.9,71
28:46.7,72
28:47.6,71
28:48.4,75
28:49.1,84
28:49.9,76
28:50.7,75
28:51.7,56
28:53.9,73
28:54.7,72
28:55.5,75
28:56.3,77
28:57.1,78
28:57.9,74
28:58.7,72
28:59.5,76
29:00.3,74
29:01.2,68
29:02.0,77
29:02.8,73
29:03.6,73
29:04.3,83
29:05.1,77
29:05.9,76
29:06.7,72
29:07.6,72
29:08.4,68
29:09.3,73
29:10.1,72
29:10.9,72
29:11.8,73
29:12.6,72
29:13.4,72
29:14.2,74
29:15.1,71
29:15.9,70
29:16.7,74
29:17.6,71
29:18.4,72
29:19.2,78
29:19.9,79
29:20.6,87
29:21.4,83
29:22.0,88
29:22.7,90
29:23.4,91
29:24.1,85
29:24.8,77
29:25.6,76
29:26.4,77
29:27.2,75
29:28.0,76
29:28.7,86
29:29.4,82
29:30.1,87
29:30.8,85
29:31.5,89
29:32.2,84
29:33.0,78
29:33.7,86
29:34.4,81
29:35.2,76
29:36.0,73
29:36.8,82
29:37.5,76
29:38.4,72
29:39.1,78
29:40.0,73
29:40.8,71
29:41.6,73
29:42.4,75
29:43.2,80
29:43.9,78
29:44.7,76
29:45.5,83
29:46.2,81
29:47.0,79
29:47.7,76
29:48.5,74
29:49.3,77
29:50.1,76
29:50.9,81
29:51.6,78
29:52.4,76
29:53.3,72
29:54.0,83
29:54.7,82
29:55.5,81
29:56.2,77
29:57.0,76
29:57.8,78
29:58.6,77
29:59.4,70
