time,bpm
16:32.0,96
16:35.5,79
16:36.3,70
16:37.1,78
16:37.8,83
16:38.6,81
16:39.3,86
16:40.0,80
16:40.7,84
16:41.4,83
16:42.2,82
16:42.9,86
16:43.5,89
16:44.2,89
16:44.9,91
16:45.5,98
16:46.1,101
16:46.7,97
16:47.3,96
16:48.0,90
16:48.8,78
16:49.5,77
16:50.3,76
16:51.1,78
16:51.9,77
16:52.6,85
16:53.3,89
16:53.9,90
16:54.6,94
16:55.2,91
16:55.8,94
16:56.4,99
16:57.2,86
16:58.0,73
16:58.9,67
16:59.8,65
17:00.7,69
17:03.7,89
17:04.5,85
17:05.2,83
17:06.0,71
17:06.8,72
17:07.7,73
17:08.5,73
17:09.2,78
17:10.0,82
17:10.7,80
17:11.4,88
17:12.1,86
17:12.8,90
17:13.5,89
17:14.2,83
17:15.0,74
17:15.8,70
17:16.7,69
17:17.6,66
17:18.5,72
17:19.2,78
17:20.0,78
17:20.8,77
17:21.6,76
17:22.4,73
17:23.2,72
17:24.1,72
17:24.9,74
17:25.7,71
17:26.5,76
17:27.3,75
17:28.0,81
17:28.7,86
17:29.4,88
17:30.1,87
17:30.9,80
17:31.7,73
17:32.5,72
17:33.4,70
17:34.2,76
17:34.9,77
17:35.7,76
17:36.6,70
17:37.4,71
17:38.3,69
17:39.1,72
17:39.9,76
17:40.7,75
17:41.4,82
17:42.1,85
17:42.8,86
17:43.5,83
17:44.3,78
17:45.1,74
17:46.0,72
17:46.7,77
17:47.5,76
17:48.3,76
17:49.1,73
17:49.9,75
17:50.7,77
17:51.4,83
17:52.1,83
17:52.8,86
17:53.6,80
17:54.4,78
17:55.2,76
17:55.9,78
17:56.7,80
17:57.5,76
17:58.3,73
17:59.1,71
18:00.0,70
18:00.8,76
18:01.6,75
18:02.4,77
18:03.1,78
18:03.9,82
18:04.5,88
18:05.3,86
18:06.0,84
18:06.7,80
18:07.5,78
18:08.3,78
18:09.0,83
18:09.7,86
18:10.4,84
18:11.2,79
18:11.8,88
18:12.6,83
18:13.3,80
18:14.1,78
18:14.9,73
18:15.7,78
18:16.4,84
18:17.1,83
18:17.8,83
18:18.6,79
18:19.4,76
18:20.2,75
18:21.0,73
18:21.8,74
18:28.6,78
18:29.4,78
18:30.2,76
18:31.0,77
18:31.8,75
18:34.7,84
18:35.4,83
18:36.2,80
18:36.9,83
18:37.6,85
18:38.3,82
18:39.1,80
18:39.9,75
18:40.7,78
18:41.4,86
18:42.1,84
18:42.8,78
18:43.5,85
18:44.3,83
18:45.1,72
18:45.9,73
18:46.7,73
18:47.5,82
18:48.2,85
18:48.9,86
18:49.6,83
18:50.4,78
18:51.2,73
18:52.0,69
18:52.9,71
18:53.6,80
18:54.4,84
18:55.1,81
18:55.9,79
18:56.7,74
18:57.5,72
18:58.4,69
18:59.2,70
19:00.1,71
19:00.8,79
19:01.5,83
19:02.3,84
19:02.9,89
19:03.6,89
19:04.4,76
19:05.3,68
19:06.2,67
19:07.0,74
19:07.8,73
19:08.7,71
19:09.5,68
19:10.4,71
19:11.1,80
19:12.0,73
19:12.8,74
19:13.6,72
19:14.4,72
19:15.2,78
19:16.0,79
19:16.8,76
19:17.6,75
19:18.4,71
19:19.2,74
19:20.0,75
19:20.7,86
19:21.5,80
19:22.2,86
19:22.9,80
19:23.6,81
19:24.3,86
19:25.0,88
19:25.7,86
19:26.5,78
19:27.3,76
19:28.1,71
19:29.0,70
19:29.8,74
19:30.6,78
19:31.4,73
19:32.2,73
19:33.0,72
19:33.8,78
19:34.6,73
19:35.4,74
19:36.2,75
19:37.0,74
19:37.8,74
19:38.6,82
19:39.3,83
19:40.1,82
