time,bpm
46:31.6,65
46:32.5,65
46:33.5,61
46:34.4,61
46:35.4,64
46:36.4,61
46:37.4,60
46:38.4,60
46:39.4,58
46:40.4,62
46:41.4,60
46:44.4,60
46:45.4,63
46:46.3,63
46:47.3,62
46:48.2,65
46:49.2,61
46:50.2,60
46:51.1,64
46:52.1,61
46:53.1,59
46:54.1,64
46:55.0,64
46:56.0,62
46:56.9,65
46:57.8,68
46:58.7,66
46:59.6,63
47:00.5,68
47:01.4,69
47:02.3,63
47:03.3,62
47:04.2,67
47:05.1,66
47:06.0,65
47:06.9,72
47:07.7,70
47:08.7,64
47:09.5,70
47:10.4,67
47:11.3,66
47:12.2,68
47:13.0,72
47:13.9,68
47:14.8,64
47:15.7,68
47:16.7,66
47:17.6,64
47:18.5,66
47:19.5,61
47:20.4,64
47:21.4,63
47:22.3,61
47:23.3,60
47:24.3,64
47:25.2,67
47:26.1,65
47:27.0,64
47:27.9,68
47:28.8,66
47:29.8,64
47:30.6,69
47:31.5,68
47:32.4,68
47:33.2,72
47:34.0,77
47:34.8,74
47:35.6,78
47:36.4,72
47:37.3,69
47:38.2,67
47:39.0,70
47:40.0,65
47:40.9,64
47:41.8,68
47:45.3,65
47:46.3,65
47:47.1,70
47:48.0,69
47:48.9,68
47:49.7,69
47:50.5,76
47:51.3,78
47:52.1,74
47:52.9,75
47:53.7,73
47:54.5,78
47:55.3,74
47:56.2,71
47:57.1,65
47:58.0,65
47:58.9,65
47:59.8,65
48:00.9,60
48:03.7,68
48:04.6,70
48:05.5,68
48:06.4,65
48:07.3,63
48:08.3,62
48:09.2,65
48:10.2,66
48:11.1,67
48:11.9,69
48:12.8,68
48:13.7,67
48:14.6,67
48:15.5,69
48:16.4,68
48:17.1,78
48:17.9,76
48:18.7,72
48:19.6,72
48:31.8,78
48:34.0,82
48:34.7,84
48:35.4,86
48:36.1,82
48:36.9,78
48:37.7,72
48:38.6,66
48:39.6,63
48:40.5,62
48:44.0,70
48:44.8,72
48:45.7,69
48:46.7,62
48:47.7,60
48:48.7,59
48:49.6,62
48:50.5,71
48:51.3,76
48:52.1,73
48:53.0,71
48:57.4,66
48:58.4,62
49:00.8,75
49:01.6,76
49:02.4,76
49:03.1,84
49:03.8,83
49:09.4,68
49:12.9,68
49:15.4,76
49:16.2,78
49:17.0,72
49:17.8,75
49:18.7,69
49:19.6,65
49:20.6,65
49:21.5,66
49:22.3,69
49:23.2,68
49:24.2,65
49:25.1,64
49:26.1,61
49:27.0,63
49:28.0,62
49:28.9,64
49:29.8,68
49:30.6,73
49:31.5,68
49:32.3,73
49:33.2,69
