time,bpm
47:41.0,83
47:46.5,82
47:47.1,92
47:49.2,86
47:55.2,90
47:55.8,101
47:56.4,100
47:57.0,93
48:08.1,76
48:08.7,90
48:09.4,86
48:10.1,91
48:18.0,78
48:18.7,81
48:19.5,79
48:20.3,77
48:21.0,86
48:21.6,93
48:22.3,88
48:23.0,83
48:23.8,79
48:28.8,80
48:29.5,82
48:30.2,94
48:30.8,94
48:31.4,93
48:32.1,87
48:32.8,97
48:35.3,94
48:36.0,87
48:36.7,91
48:37.4,83
48:38.1,88
48:38.7,93
48:39.4,89
48:40.1,88
48:40.8,83
48:41.5,83
48:42.2,84
48:42.9,92
48:43.5,96
48:44.1,93
48:44.8,87
48:45.5,96
48:48.0,97
48:48.7,89
48:49.4,87
48:50.2,75
48:52.2,87
49:08.0,97
49:12.1,72
49:13.9,93
49:14.8,69
49:15.5,90
49:28.1,91
49:28.8,91
49:29.5,87
49:30.1,93
49:34.0,93
49:34.7,87
49:35.5,78
49:37.4,90
49:41.5,97
49:42.1,102
49:42.7,94
49:43.3,95
49:44.0,94
49:44.6,90
49:45.3,87
49:46.0,85
49:46.7,91
49:47.4,89
49:48.1,82
49:48.8,82
49:49.6,80
49:50.3,83
49:50.9,91
49:51.6,93
49:52.3,87
49:52.9,89
49:53.6,88
49:54.3,89
49:55.0,90
49:55.6,93
49:56.3,85
49:57.0,91
49:57.7,87
49:58.3,89
49:59.0,95
49:59.6,95
50:00.2,93
50:00.9,88
50:01.6,92
50:02.2,93
50:02.9,94
50:03.4,100
50:04.1,95
50:04.8,84
50:05.5,92
50:10.0,88
50:10.6,98
50:13.1,89
50:13.8,94
50:14.3,102
50:15.0,93
50:15.7,88
50:16.2,109
50:16.9,93
50:17.5,92
50:20.0,100
50:20.6,97
50:22.6,102
50:23.3,85
50:23.9,95
50:24.5,102
50:25.2,91
