time,bpm
43:18.5,86
43:19.2,83
43:23.2,89
43:23.9,87
43:43.7,96
43:44.4,93
43:45.1,79
43:45.8,85
43:46.5,83
43:47.3,79
43:48.0,80
43:48.7,90
43:49.4,87
43:50.1,90
43:50.8,79
43:51.5,83
43:52.2,88
43:53.0,79
43:53.8,72
43:58.4,83
43:59.1,80
43:59.9,76
44:00.7,76
44:01.4,87
44:02.1,83
44:04.8,86
44:12.3,83
44:13.0,83
44:13.8,82
44:14.5,80
44:15.3,81
44:16.0,77
44:16.8,79
44:17.6,80
44:18.3,81
44:19.1,72
44:21.6,73
44:31.7,80
44:32.5,71
44:33.2,84
44:34.0,77
44:34.8,76
44:35.6,78
44:37.9,76
44:40.1,81
44:40.7,90
44:41.5,79
44:42.2,88
44:43.0,76
44:43.7,78
44:44.5,78
44:45.2,83
44:46.0,75
44:46.8,77
44:48.9,81
44:54.4,80
44:58.0,85
44:58.7,85
45:03.0,95
45:11.0,90
45:11.7,86
45:16.1,82
45:16.9,78
45:17.7,76
45:18.4,80
45:19.2,77
45:19.8,92
45:22.0,82
45:22.8,76
45:23.6,75
45:24.3,78
45:25.2,73
45:26.0,74
45:26.8,74
45:27.6,77
45:28.3,82
45:30.5,84
45:31.3,76
45:32.1,74
45:32.9,76
45:33.8,65
45:37.4,79
45:38.2,76
45:38.8,91
45:39.6,76
45:40.5,72
45:41.2,81
45:44.4,77
45:45.3,68
45:46.0,81
45:46.8,77
45:47.6,76
45:48.4,74
45:49.1,87
45:49.8,85
45:52.0,86
45:52.7,78
46:02.0,80
46:02.8,75
46:03.4,93
46:04.1,85
46:11.7,90
46:12.4,94
46:13.1,78
46:19.2,93
