166;34;1.202;1026;0;35.5;3750;9.4;-0.24;2
509;34;1.202;1026;0;35.5;3760;9.4;-0.24;2
860;34;1.202;1025;0;35.5;3760;9.4;-0.24;2
860;34;1.202;1026;0;35.5;3750;9.4;-0.28;2
1203;34;1.202;1025;0;35.5;3750;9.6;-0.2;2
1547;33;1.202;1026;0;35.5;3740;9.4;-0.2;2
1890;33;1.194;1025;0;35.5;3750;9.4;-0.36;1.92
1890;33;1.194;1026;0;35.5;3760;9.4;-0.4;1.88
2235;34;1.194;1026;0;35.5;3740;9.6;-0.36;1.96
2578;37;1.194;1028;0;35.5;3780;9.4;-0.28;1.88
2578;34;1.194;1027;0;35.5;3750;9.4;-0.32;1.72
2920;37;1.187;1025;0;35.5;3760;9.8;-0.12;1.88
3261;37;1.187;1026;0;35.5;3740;9.6;-0.04;1.88
3604;37;1.187;1026;0;35.5;3760;9.6;0;2
3604;37;1.187;1025;0;35.5;3770;9.4;-0.16;1.72
3947;36;1.187;1026;0;35.5;3740;9.6;0.08;2
4291;36;1.187;1026;0;35.5;3750;9.2;-0.28;1.96
4637;36;1.187;1026;0;35.5;3760;9.4;-0.28;2
4637;36;1.187;1027;0;35.5;3740;9.4;0.36;1.92
4980;36;1.187;1025;0;35.5;3740;9.4;0.08;2.2
6670;35;1.171;1025;0;35.6;3760;9.6;0.12;2.2
6670;35;1.171;1027;0;35.6;3750;9.4;0.24;2.2
6670;35;1.179;1026;0;35.6;3760;9.2;-0.04;2
6670;36;1.179;1025;0;35.6;3750;9.4;-0.24;2.2
6670;36;1.179;1026;0;35.6;3750;9.4;0.16;2.4
6670;36;1.187;1026;0;35.6;3750;9.4;-0.08;2.2
6670;36;1.187;1026;0;35.6;3750;9.4;-0.12;2.2
7419;34;1.171;1026;0;35.6;3750;9.4;0.28;2.2
7419;35;1.171;1026;0;35.6;3760;9.4;0;2.4
7419;35;1.171;1026;0;35.6;3740;9.4;0.16;2.2
8401;34;1.171;1023;0;35.6;3750;9.4;0.12;2.2
8401;34;1.171;1027;0;35.6;3750;9.2;0.56;2.2
8401;34;1.171;1028;0;35.6;3750;9.4;0.44;2.6
8401;34;1.171;1026;0;35.6;3770;9.6;0.16;1.64
9567;34;1.171;1022;0;35.6;3750;9.4;-0.28;2
9567;34;1.171;1022;0;35.6;3770;9.4;0.16;2.2
9567;34;1.171;1021;0;35.6;3750;9.4;-0.12;2
9567;34;1.171;1023;0;35.6;3750;9.6;0.04;2.4
10574;34;1.171;1023;0;35.6;3760;9.4;0.08;2
10574;34;1.171;1023;0;35.6;3750;9.4;-0.16;2
10574;34;1.171;1023;0;35.6;3750;9.4;0.12;2.4
10574;34;1.171;1024;0;35.6;3750;9.4;0.16;2.2
11574;32;1.171;1023;0;35.6;3750;9.4;-0.16;2.2
11574;32;1.171;1022;0;35.6;3750;9.6;-0.2;2
11574;32;1.171;1024;0;35.6;3750;9.6;0;2.2
11574;32;1.171;1023;0;35.6;3760;9.4;0.16;1.92
12564;31;1.171;1025;0;35.6;3740;9.2;-0.48;2.4
12564;31;1.171;1023;0;35.6;3750;9.4;-0.04;2
12564;32;1.171;1023;0;35.6;3760;9.4;-0.24;2
12564;32;1.171;1023;0;35.6;3750;9.6;-0.16;2
13543;38;1.192;1022;0;35.6;3750;10.2;-0.76;1.88
13543;32;1.192;1016;0;35.6;3760;9.6;-0.56;2
13543;31;1.171;1028;0;35.6;3740;9.4;-0.32;2.2
13543;31;1.171;1027;0;35.6;3770;9.4;-0.2;2.2
14543;38;1.267;1025;0;35.6;3750;9.4;-0.64;2.8
14543;38;1.267;1024;0;35.6;3750;9.8;0;2.6
14543;38;1.267;1022;0;35.6;3740;9.4;-0.28;2
14543;38;1.267;1025;0;35.6;3750;9;-0.4;1.96
15600;43;1.267;1026;0;35.6;3760;8.8;-1.96;2.6
15600;43;1.267;1022;0;35.6;3750;9.8;-1.16;3
15600;38;1.267;1040;0;35.6;3750;9.6;-0.68;3
15600;38;1.267;1026;0;35.6;3750;9.4;-0.64;2.6
16577;43;1.267;1028;0;35.6;3760;9;-2.2;2.4
16577;43;1.267;1028;0;35.6;3750;9.4;-2;2.6
16577;43;1.267;1026;0;35.6;3750;9.2;-2.2;2.4
16577;43;1.267;1028;0;35.6;3750;9.2;-2;2.8
17571;43;1.267;1027;0;35.7;3730;9.2;-1.44;2.4
17571;43;1.267;1031;0;35.7;3740;9.2;-0.96;2.8
17571;43;1.267;1028;0;35.7;3750;9.4;-1.52;2.6
17571;43;1.267;1027;0;35.6;3750;9.2;-1.56;2.4
18582;41;1.288;1026;0;35.6;3760;9.4;-0.8;2.4
18582;41;1.267;1029;0;35.6;3750;9.2;-1.52;2.2
18582;43;1.267;1027;0;35.7;3760;9.4;-1.36;2.2
18582;43;1.267;1028;0;35.7;3760;9.2;-1.6;2.4
19576;43;1.288;1028;0;35.7;3740;9.2;-0.72;2
19576;43;1.288;1026;0;35.6;3750;9;-0.68;1.44
19576;41;1.288;1028;0;35.6;3760;9.4;-0.48;2.4
19576;41;1.288;1027;0;35.6;3740;9.2;-0.56;2.4
20550;43;1.288;1026;0;35.7;3740;9.4;0.56;2.2
20550;43;1.288;1026;0;35.7;3750;9.6;0.12;2.4
20550;43;1.288;1027;0;35.7;3760;9.6;-0.08;2.6
20550;43;1.288;1027;0;35.7;3730;9.2;-0.72;2.8
21577;43;1.288;1024;0;35.7;3760;9.4;1.16;2.4
21577;43;1.288;1026;0;35.7;3750;9.2;1.32;2.6
21577;43;1.288;1023;0;35.7;3750;9.2;0.64;2.4
21577;43;1.288;1026;0;35.7;3750;9.4;0.92;2.4
22568;42;1.35;1018;0;35.6;3750;9.4;0.56;3
22568;42;1.35;1019;0;35.6;3740;9.4;0.88;3
22568;42;1.35;1024;0;35.6;3760;9.2;0.84;2.4
22568;42;1.288;1025;0;35.7;3750;9.2;0.96;2.6
23571;43;1.35;1018;0;35.7;3750;9.2;-0.12;2.6
23571;43;1.35;1018;0;35.7;3750;9.6;-0.28;3
23571;43;1.35;1018;0;35.6;3740;9.2;-0.16;3.2
23571;42;1.35;1018;0;35.6;3760;9.2;0;3.2
24566;43;1.35;1018;0;35.7;3750;9.2;-0.16;3
24566;43;1.35;1018;0;35.7;3750;9.2;-0.08;3.2
24566;43;1.35;1018;0;35.7;3750;9.2;-0.16;3
24566;43;1.35;1018;0;35.7;3750;9.2;-0.12;2.8
25567;44;1.35;1018;0;35.7;3750;9.2;-0.2;3
